,,CRESTAR,130,5,0,0,0,0
SWAROVSKI SCK110 E-WH1S,SWAROVSKI SOLARIUS SMALL CIRCLE SCK110E-WH1S,SWAROVSKI,0,1,0,0,12397,0
SWAROVSKI SCL640 E-SS1S,SWAROVSKI DIONIA SCL640E-SS1S 3 LIGHTS *D,SWAROVSKI,1,0,0,0,6458,0
SWAROVSKI SCL641 E-SS1S,SWAROVSKI DIONIA SCL641E-SS1S 3 LIGHT *D,SWAROVSKI,1,1,0,0,6458,0
SWAROVSKI SCL660 E-SS1S,SWAROVSKI DIONIA SCL660E-SS1S 5 LIGHT *D,SWAROVSKI,0,0,0,0,9771,0
SWAROVSKI SCL661 E-SS1S,SWAROVSKI DIONIA SCL661E-SS1S *D,SWAROVSKI,0,1,0,0,9771,0
SWAROVSKI SCY411 E-SS1SAB,SWAROVSKI CRYSTALON SCY411E-SS1SAB LED 4000K,SWAROVSKI,0,0,0,0,8873,0
SWAROVSKI SCY540 E-SS1SAB,SWAROVSKI LARGE CRYSTALON SCY540E-SS1SAB,SWAROVSKI,1,1,0,0,23853.2,0
SWAROVSKI SCY570 E-SS1SAB,"SWAROVSKI CRYSTALON LAMP ""A"" SCY570E-SS1SAB *D",SWAROVSKI,1,2,0,0,2401,0
SWAROVSKI SDE115 E-SS1S,SWAROVSKI DECONSTRUCT SDE115E-SS1S IN ELEMENTS,SWAROVSKI,1,1,0,0,8745,0
SWAROVSKI SDL104 E-SB1S,SWAROVSKI DROPLIT 1 LAMP BK SDL104E-SB1S *D,SWAROVSKI,0,1,0,0,1327,0
SWAROVSKI SDL104 E-SW1S,SWAROVSKI DROPLIT 1 LAMP WH SDL104E-SW1S *D,SWAROVSKI,2,1,0,0,1327,0
SWAROVSKI SDL114 E-SB1S,SWAROVSKI DROPLIT 3 LAMP BK SDL114E-SB1S *D,SWAROVSKI,2,0,0,0,3504,0
SWAROVSKI SDL114 E-SW1S,SWAROVSKI DROPLIT 3 LAMP WH SDL114E-SW1S *D,SWAROVSKI,1,1,0,0,3504,0
SWAROVSKI SDM200 E-WH1S,SWAROVSKI STELLAR DOMA MEDIUM BLOSSOM CLEAR,SWAROVSKI,2,0,0,0,9473,0
SWAROVSKI SDM210 E-WH1BLU,SWAROVSKI STELLAR DOMA MEDIUM STARDUST BLUE,SWAROVSKI,0,0,0,0,10674,0
SWAROVSKI SEN420 E-SS1TK,SWAROVSKI ENLACE SEN420E-SS1TK 3000K 144 LEDS *D,SWAROVSKI,0,0,0,0,9237,0
SWAROVSKI SFE115 E-BR1GS,SWAROVSKI FENESTRI -BR1 INSIDE -GS OUTSIDE MEDIUM,SWAROVSKI,0,1,0,0,8654,0
SWAROVSKI SFE125 E-BK3ABB,SWAROVSKI FENESTRI - BK3 INSIDE -WH1S OUTSIDE,SWAROVSKI,0,0,0,0,11548,0
SWAROVSKI SFM500 E-BK1S,SWAROVSKI GLYPH SFM500E-BK1S 2 LIGHT LED 3000K *D,SWAROVSKI,0,1,0,0,2754,0
SWAROVSKI SFM900 E-BK1S,SWAROVSKI GLYPH SFM900E-BK1S BLACK/CRYSTAL FROM,SWAROVSKI,0,0,0,0,6831,0
SWAROVSKI SHK200 E-SS1S,"SWAROVSKI AMACA 30"" PEND SHK200E-SS1S STAINLESS",SWAROVSKI,1,0,0,0,8248,0
SWAROVSKI SHK201 E-SS1S,"SWAROVSKI AMACA 30"" PENDSHK201E-SS1S",SWAROVSKI,0,1,0,0,8248,0
SWAROVSKI SHK301 E-SS1S,"SWAROVSKI AMACA 52"" PEND SHK301E-SS1S STAINLESS",SWAROVSKI,4,1,0,0,11805,0
SWAROVSKI SHK401 E-SS1S,SWAROVSKI AMACA SHK401E-SS1S SM WALL SCONCE *D,SWAROVSKI,0,1,0,0,6851,0
SWAROVSKI SHK501 E-SS1S,SWAROVSKI AMACA SHK501E-SS1S LG WALL STAINLESS,SWAROVSKI,4,1,0,0,9938,0
SWAROVSKI SJP310 E-BB1S,SWAROVSKI INLAY 1LT 41312 SJP310E-BB1S W/HOLES,SWAROVSKI,0,0,0,0,1352,0
SWAROVSKI SJP310 E-BC1S,SWAROVSKI INLAY 1LT 41312 SJP310E-BC1S W/HOLES,SWAROVSKI,2,0,0,0,1352,0
SWAROVSKI SJP310 E-BN1S,SWAROVSKI INLAY 1LT 41312 SJP310E-BN1S W/HOLES,SWAROVSKI,0,0,0,0,1352,0
SWAROVSKI SJP410 E-BB1S,SWAROVSKI INLAY 1LT SJP410E-BB1S 41313 W/HOLES,SWAROVSKI,0,0,0,0,1519,0
SWAROVSKI SJP410 E-BC1S,SWAROVSKI INLAY 1LT SJP410E-BC1S 41313 W/HOLES,SWAROVSKI,0,0,0,0,1519,0
SWAROVSKI SJP410 E-BN1S,SWAROVSKI INLAY 1LT SJP410E-BN1S 41313 W/HOLES,SWAROVSKI,0,0,0,0,1519,0
SWAROVSKI SJP550 E-BB1S,SWAROVSKI INLAY 3LT 41312 SJP550E-BB1S W/HOLES,SWAROVSKI,0,0,0,0,4067,0
SWAROVSKI SJP550 E-BC1S,SWAROVSKI INLAY 3LT 41312 SJP550E-BC1S W/HOLES,SWAROVSKI,-1,0,0,0,4067,0
SWAROVSKI SJP550 E-BN1S,SWAROVSKI INLAY 3LT 41312 SJP550E-BN1S W/HOLES,SWAROVSKI,0,0,0,0,4067,0
SWAROVSKI SJP610 E-BB1S,SWAROVSKI INLAY 5LT SJP610E-BB1S W/HOLES,SWAROVSKI,0,0,0,0,6243,0
SWAROVSKI SJP610 E-BC1S,SWAROVSKI INLAY 5LT SJP610E-BC1S W/HOLES,SWAROVSKI,0,0,0,0,6243,0
SWAROVSKI SJP610 E-BN1S,SWAROVSK INLAY 5LT I SJP610E-BN1S W/HOLES,SWAROVSKI,0,0,0,0,6243,0
SWAROVSKI SKB200 E-BK4CL,SWAROVSKI BRILLET 4X4 BASE 8X8X8 SHADE BK TP CL,SWAROVSKI,0,0,0,0,998,0
SWAROVSKI SKB220 E-BK4CL,SWAROVSKI BRILLET SKB220E-BK4CL 4X4BASE 8X8X8 SHADE,SWAROVSKI,1,1,0,0,998,0
SWAROVSKI SKB400 E-BK4CL,SWAROVSKI BRILLET SKB400E-BK4CL 4X4BASE 7X7X13,SWAROVSKI,0,0,0,0,1037,0
SWAROVSKI SKB420 -BKCL,SWAROVSKI BRILLET 4X4 BASE 7X7X13 SHADW BLACK,SCHONBEK,-1,1,0,0,1037,0
SWAROVSKI SKB600 E-BK4CL,SWAROVSKI BRILLET SKB600E-BK4CL 6X6BASE 13X13X10,SWAROVSKI,0,1,0,0,1252,0
SWAROVSKI SKB620 E-BK4CL,SWAROVSKI BRILLET SKB620E-BK4CL 6X6BASE 13X13X10,SWAROVSKI,-1,1,0,0,1252,0
SWAROVSKI SLS120 E-BK3S,SWAROVSKI LIGHTSKY MEDIUM SLS120E-BK3S *D,SWAROVSKI,-1,1,0,0,12531,0
SWAROVSKI SNT141 -BK1,CENTERPIECES INSIDE OUT (900X100MM),SWAROVSKI,0,0,0,0,0,0
SWAROVSKI SNT160 E-WH1S,SWAROVSKI INSIDE/OUT SNT160E 3000K LED WHITE *D,SWAROVSKI,0,0,0,0,4978,0
SWAROVSKI SNT161 DE-BK1S,SWAROVSKI INSIDE/OUT SNT161DE-BK1S 4000K LED BK,SWAROVSKI,0,0,0,0,5160,0
SWAROVSKI SNT170 E-WH1S,SWAROVSKI INSIDE/OUT SNT170 3000K LED WHITE *D,SWAROVSKI,0,0,0,0,5997,0
SWAROVSKI SNT171 DE-WH1S,SWAROVSKI INSIDE/OUT SNT171DE-WH1S 4000K LED *D,SWAROVSKI,0,0,0,0,5997,0
SWAROVSKI SNT171 E-BK1S,SWAROVSKI INSIDE/OUT SNT171 4000K LED BLACK *D,SWAROVSKI,0,1,0,0,5997,0
SWAROVSKI SNT190 E-WH1S,SWAROVSKI INSIDE/OUT SNT190 3000K LED WHITE W,SWAROVSKI,1,0,0,0,11457,0
SWAROVSKI SNT191 E-BK1S,SWAROVSKI INSIDE/OUT SNT191 4000K LED BLACK W,SWAROVSKI,0,1,0,0,11457,0
SWAROVSKI SPU120 E-SS1A,SWAROVSKI SELENE SPU120E-SS1A LED 3000K *D,SWAROVSKI,3,1,0,0,5966,0
SWAROVSKI SPU121 E-SS1A,SWAROVSKI SELENE SPU121E-SS1A LED 4000K *D,SWAROVSKI,1,0,0,0,5966,0
SWAROVSKI SPU130 E-SS1A,SWAROVSKI SELENE SPU130E-SS1A LED 3000K *D,SWAROVSKI,0,0,0,0,12448,0
SWAROVSKI SPU131 E-SS1A,SWAROVSKI SELENE SPU131E-SS1A LED 4000K *D,SWAROVSKI,0,1,0,0,12448,0
SWAROVSKI SPU140 E-SS1A,SWAROVSKI SELENE SPU140E-SS1A LED 3000K *D,SWAROVSKI,1,0,0,0,15162,0
SWAROVSKI SPU141 E-SS1A,SWAROVSKI SELENE SPU141E-SS1A LED 4000K *D,SWAROVSKI,0,0,0,0,15162,0
SWAROVSKI SPU150 E-SS1A,SWAROVSKI SELENE SPU150E-SS1A LED 3000K *D,SWAROVSKI,3,0,0,0,16507,0
SWAROVSKI SPU151 E-SS1A,SWAROVSKI SELENE SPU151E-SS1A LED 4000K *D,SWAROVSKI,0,1,0,0,16507,0
SWAROVSKI SPU160 E-SS1A,SWAROVSKI SELENE SPU160E-SS1A LED 3000K *D,SWAROVSKI,0,0,0,0,16239,0
SWAROVSKI SPU161 E-SS1A,SWAROVSKI SELENE SPU161E-SS1A LED 4000K *D,SWAROVSKI,0,0,0,0,16239,0
SWAROVSKI SPU170 E-SS1A,SWAROVSKI SELENE SPU170E-SS1A LED 3000K *D,SWAROVSKI,0,1,0,0,4563,0
SWAROVSKI SPU171 E-SS1A,SWAROVSKI SELENE SPU171E-SS1A LED 4000K *D,SWAROVSKI,3,1,0,0,4563,0
SWAROVSKI SQB410 E-BK1S,SWAROVSKI FYRA PENDANT SQB410E-BK1S BLACK/GOLD,SWAROVSKI,0,0,0,0,4929,0
SWAROVSKI SQB610 E-BK1S,SWAROVSKI FYRA PENDANT SQB610E-BK1S BLACK/GOLD,SWAROVSKI,0,0,0,0,14808,0
SWAROVSKI SQB710 E-BK1S,SWAROVSKI FYRA PENDANT SQB710E-BK1S BLACK/GOLD,SWAROVSKI,0,0,0,0,19747,0
SWAROVSKI SRE111 DE-WH2,SWAROVSKI REVEALED OPEN LED 4000K SRE111DE-WH2S,SWAROVSKI,0,0,0,0,7948,0
SWAROVSKI SRE120 E-WH2S,SWAROVSKI REVEALED OPEN LED 3000K SRE120 PRISTINE,SWAROVSKI,0,0,0,0,9614,0
SWAROVSKI SRE121 DE-WH2S,SWAROVSKI REVEALED OPEN LED 4000K SRE121DE-WH2S,SWAROVSKI,0,0,0,0,9614,0
SWAROVSKI SRE130 E-WH2S,SWAROVSKI SRE130E-WH2S REVEALED OPEN LED 3000K,SWAROVSKI,0,1,0,0,11064,0
SWAROVSKI SRE131 DE-WH2S,SWAROVSKI REVEALED OPEN LED 4000K SRE131DE-WH2S,SWAROVSKI,0,0,0,0,11064,0
SWAROVSKI SRE180 DE-BK2S,SWAROVSKI REVEALED OPEN LED 3000K SRE180DE-BK2S,SCHONBEK,1,-1,0,0,19492,0
SWAROVSKI SRE180 DE-BR1S,SWAROVSKI REVEALED OPEN LED 3000K SRE180 GOLDEN,SCHONBEK,1,1,0,0,19492,0
SWAROVSKI SRE180 DE-WH2S,SWAROVSKI REVEALED OPEN LED 3000K DIMMABLE,SWAROVSKI,0,1,0,0,19492,0
SWAROVSKI SRE180 E-BK2S,SWAROVSKI REVEALED OPEN LED 3000K SRE180 EARTH,SWAROVSKI,0,0,0,0,19492,0
SWAROVSKI SRE320 E-BK2S,SWAROVSKI REVEALED OPEN LED 3000K SRE320 EARTH,SWAROVSKI,0,0,0,0,25999,0
SWAROVSKI SRE330 E-WH2S,SWAROVSKI REVEALED SRE330E-WH2S OPEN LED,SWAROVSKI,0,1,0,0,29861,0
SWAROVSKI SST132 E-BK2S,"SWARVOSKI STRANDELIER SST132E-BK2S 6500K LED,",SWAROVSKI,-1,1,0,0,9255,0
SWAROVSKI STA700 E-BK1S,SWAROVSKI SEVETTI STA700E-BK1S 12 LIGHT *D,SWAROVSKI,0,0,0,0,16611,0
SWAROVSKI STW11 0E-SS1S,SWAROVSKI GLISSANDO WALL SCONE STW110E-SS1S,SWAROVSKI,6,1,0,0,5340,0
SWAROVSKI STW31 0E-SS1S,SWAROVSKI GLISSANDO SHORT PENDANT STW310E-,SWAROVSKI,3,1,0,0,4300,0
SWAROVSKI STW41 0E-SS1S,SWAROVSKI GLISSANDO LONG PENDANT STW410E-,SWAROVSKI,3,1,0,0,5340,0
SWAROVSKI STW51 0E-SS1S,SWAROVSKI GLISSANDO SHORT PENDANT STW510E-,SWAROVSKI,4,1,0,0,9400,0
SWAROVSKI XCAPE-77X20A-1,SWAROVSKI CUSTOM ART PIECE NEST XCAPE-77X20A-1,SWAROVSKI,0,0,0,0,50000,0
SWAROVSKI XSC611 E-SS1S-36,"SWAROVSKI CUSTOM CIRCLE 36"" SCXSC611E-SS1S-36 4000K",SWAROVSKI,0,1,0,0,39200,0
SWAROVSKI XSPU14 0E-SS1S,SWAROVSKI SELENE XSPU140E-SS1S LED 3000K,SCHONBEK,0,1,0,0,27600,0
SWAROVSKI XSPU16 0E-SS1S,SWAROVSKI SELENE XSPU160E-SS1S LED 3000K,SCHONBEK,-1,1,0,0,37841,0
SWARVOSKI 280241,SWAROVSKI PRISM SPOT 45° FOR FIBER OPTIC (A9942,SWAROVSKI,0,12,0,0,0,0
SWARVOSKI 633433,SWARVOSKI SUPREME REFLECT CRL HLV CRY-CAL,SWAROVSKI,0,1,0,0,1102,0
SWARVOSKI 858199,"SWAROVSKI EXTENSION CABLE, FOR STARLED (A9943",SWAROVSKI,0,17,0,0,0,0
SWARVOSKI 858222,"SWAROVSKI DOUBLE CUBE STRAIGHT FOR STARLED,",SWAROVSKI,0,9,0,0,94,0
SWARVOSKI 878135,SWAROVSKI LED DISTRIBUTION MODULE 1W,SWAROVSKI,0,2,0,0,998,0
SWARVOSKI 887653,SWAROVSKI CRYSTAL 25mm ANTIQUE GREEN FOR,SWAROVSKI,0,1,0,0,0,0
SWARVOSKI 887658,"CRYSTAL 25mm LIGHT TOPAZ FOR STARLED, NICKEL",SWAROVSKI,0,1,0,0,0,0
SWARVOSKI 914919,SWAROVSKI CRYSTAL BLOOM RECESSED 1200MM (A9943,SWAROVSKI,0,3,0,0,0,0
SWARVOSKI 977979,"SWAROVSKI CRYSTAL 4 5rhomb FOR STARLED DELUXE,",SWAROVSKI,0,1,0,0,331,0
SY 001/BL,SY 001/BLUE WALL LIGHT,,0,0,0,7,22,9
SY 001/CH,SY 001/CHROME WALL LIGHT,,0,0,0,7,29,9
SY 001/GD,SY 001/GOLD WALL LIGHT,,0,0,0,7,22,9
SY 001/PK,SY 001/PINK WALL LIGHT,,0,0,0,7,22,9
SY 072,SY 072,,0,0,0,12,65,19
SY 080 BR+GD,SY 080 BR+GD,,0,0,0,9.3,0,0
SY 101 PINK,SY 101 PINK,,0,0,0,10,58,13.5
SY 101/5 CL,SY 101/5 CL ENERGY SAVING LIGHT,,0,0,0,24.2,188,35
SY 101/B,SY 101/BLUE CEILING LIGHT,,0,0,0,10,58,13.5
SY 101/C,SY 101/C ENERGY SAVER CEILING LIGHT,,0,0,0,10,58,13.5
SY 101/G,SY 101/GREEN CEILING LIGHT,,0,0,0,10,58,13.5
SY 101/R,SY 101/RED CEILING LIGHT,,0,0,0,10,58,13.5
SY 101/WL/GD,SY 101/WL/GOLD CEILING LIGHT,,0,0,0,13,45,19
SY 102/WL/CH,SY 102/WL/CH SY 102/2 WALL LIGHT,,0,0,0,25,0,0
SY 105 BG,SY 105 BG,,0,0,0,14,36,18
SY 105 CR,SY 105 CR,,0,0,0,10,42,21
SY 105 GR,SY 105 GR WALL LIGHT,,0,0,0,10,36,18
SY 106,SY 106 WALL LIGHT,,0,0,0,21.2,58,29
SY 106 BR,SY 106 BR,,0,0,0,26,68,34
SY 106 VG,SY 106 VG,,0,0,0,26,68,34
SY 108/1 BL,SY 108/1 BL,,0,0,0,9,45,14
SY 108/1 GR,SY 108/1 GR,,0,0,0,9,45,14
SY 108/1 PK,SY 108/1 PK,,0,0,0,9,45,14
SY 108/1 WH,SY 108/1 WH,,0,0,0,9,45,14
SY 108/3 BL,SY 108/3 BL,,0,0,0,22,115,33
SY 108/3 GR,SY 108/3 GR,,0,0,0,22,115,33
SY 108/3 PK,SY 108/3 PK,,0,0,0,22,115,33
SY 108/3 WH,SY 108/3 WH,,0,0,0,22,115,33
SY 108/5 BL,SY 108/5 BL,,0,0,0,29,165,44
SY 108/5 GR,SY 108/5 GR,,0,0,0,29,165,44
SY 108/5 PK,SY 108/5 PK,,0,0,0,29,165,44
SY 108/5 WH,SY 108/5 WH,,0,0,0,29,165,44
SY 109 GLASS,SY 109 GLASS GLASS ONLY,,-2,0,0,0,0,0
SY 109/1 BL,SY 109/1 BL,,0,0,0,9,45,0
SY 109/1 CL,SY 109/1 CL,,0,0,0,9,45,0
SY 109/1 GR,SY 109/1 GR,,0,0,0,9,45,0
SY 109/1 PK,SY 109/1 PK,,0,0,0,9,45,0
SY 109/3 BG,SY 109/3 BG,,0,0,0,62,165,75
SY 109/3 BK,SY 109/3 BK,,0,0,0,62,165,75
SY 109/3 BL,SY 109/3 BL,,0,0,0,22,115,33
SY 109/3 CL,SY 109/3 CL,,0,0,0,22,115,33
SY 109/3 GR,SY 109/3 GR,,0,0,0,22,115,33
SY 109/3 PK,SY 109/3 PK,,0,0,0,22,115,33
SY 109/3 WH,SY 109/3 WH,,0,0,0,0,0,0
SY 109/5 BL,SY 109/5 BL,,-2,0,0,29,165,44
SY 109/5 CL,SY 109/5 CL,,0,0,0,29,165,44
SY 109/5 GR,SY 109/5 GR,,0,0,0,29,165,44
SY 109/5 PK,SY 109/5 PK,,-2,0,0,29,165,44
SY 109/WL BG,SY 109/WL BG WALL LIGHT,,0,0,0,23,62,32
SY 109/WL BK,SY 109/WL BK WALL LIGHT,,0,0,0,23,62,32
SY 1264 GLASS,SY 1264 GLASS,,0,0,0,0.9,0,0
SY 14/22,SY 14/22 WD CEILING LIGHT,,0,0,0,3.27,19,5.5
SY 14/22 GY,SY 14/22 GY CEILING LIGHT,,0,0,0,3.2,19,5
SY 14/32,SY 14/32 WD CEILING LIGHT,,0,0,0,4.2,28,8
SY 14/32 GY,SY 14/32 GY CEILING LIGHT,,0,0,0,3.9,23,6
SY 14/40,SY 14/40 WD CEILING LIGHT,,-20,0,0,7.8,38,12
SY 14/40 BR,SY 14/40 BR CEILING LIGHT,,0,2,0,6.6,27,12
SY 14/40 GY,SY 14/40 GY CEILING LIGHT,,0,0,0,6.7,29,12
SY 15/22 GG,SY 15/22 GG,,0,0,0,0,19,0
SY 15/22 GY,SY 15/22 GY CEILING LIGHT,,0,0,0,3,19,5
SY 15/22 WH,SY 15/22 WH CEILING LIGHT,,0,0,0,3,19,5
SY 15/32,SY 15/32 CEILING LIGHT,,0,0,0,3.8,23,6
SY 15/32 GY,SY 15/32 GY CEILING LIGHT,,0,0,0,3.6,26,6
SY 15/32 WH,SY 15/32 WH CEILING LIGHT,,0,0,0,3.8,26,6
SY 15/40 GY,SY 15/40 GY CEILING LIGHT,,0,0,0,6.6,29,9
SY 15/40 WH,SY 15/40 WH CEILING LIGHT,,0,0,0,6.7,29,9
SY 16/22 BR,SY 16/22 BR CEILING LIGHT,,0,0,0,3,19,5
SY 16/22 GR,SY 16/22 GR CEILING LIGHT,,0,0,0,3,19,5
SY 16/32 BR,SY 16/32 BR CEILING LIGHT,,0,0,0,3.8,23,6
SY 16/32 GR,SY 16/32 GR CEILING LIGHT,,0,0,0,3.8,23,6
SY 16/40 BR,SY 16/40 BR CEILING LIGHT,,0,0,0,6.4,29,9
SY 16/40 GR,SY 16/40 GR CEILING LIGHT,,0,0,0,6.4,29,9
SY 17/32,SY 17/32,,0,0,0,3.5,23,6
SY 17/40,SY 17/40,,0,0,0,0,35,10
SY 18/32,SY 18/32,,0,0,0,3.5,23,6
SY 18/40,SY 18/40,,0,-1,0,0,35,10
SY 18/40 BR,SY 18/40 BR,,0,1,0,0,35,10
SY 19/40 GY,SY 19/40 GY,,0,0,0,0,35,10
SY 19/40 WH,SY 19/40 WH,,0,0,0,0,35,10
SY 20/40,SY 20/40,,0,0,0,0,35,10
SY 2001 FR/CL G,SY 2001 FR/CL GLASS ONLY,,0,0,0,28,230,72
SY 2001/1 FR,SY 2001/1 FR,,0,0,0,9.5,0,0
SY 2001/1 FR/CL,SY 2001/1 FR/CL (E27),,0,0,0,9.5,85,23
SY 2001/3 FR,SY 2001/3 FR,,0,0,0,28,0,0
SY 2001/3 FR/CL,SY 2001/3 FR/CL,,0,0,0,28,230,72
SY 2002 GR,SY 2002 GREEN,,0,0,0,13.4,65,24
SY 2002 WD,SY 2002 WOOD,,0,0,0,13.4,65,24
SY 2002/1,SY 2002/1,,0,0,0,7.5,58,25
SY 2002/3,SY 2002/3,,0,0,0,23,260,92
SY 2003/1 FR,SY 2003/1 FR,,0,0,0,6,58,25
SY 2003/2 FR,SY 2003/2 FR,,0,0,0,12.7,155,65
SY 2003/MW,SY 2003/MW,,0,0,0,7.8,50,12
SY 2003/TR,SY 2003/TR,,10,1,0,7.8,50,12
SY 201,SY 201 WALL LIGHT,,0,0,0,30,95,45
SY 2037/32 PRAB,SY 2037/32 PRAB,,0,0,0,10.5,0,0
SY 2037/40 PARB,SY 2037/40 PRAB,,0,0,0,19.5,95,0
SY 2038/32 PAB,SY 2038/32 PAB,,0,0,0,10.5,0,0
SY 2038/40 PAB,SY 2038/40 PAB,,0,0,0,19.5,0,0
SY 2090 - GLS,SY 2090 - GLASS ONLY,,0,0,0,0,0,0
SY 2090/1 CL,SY 2090/1 - C/L,,0,0,0,3.9,55,10
SY 2090/1 WL,SY 2090/1 WL,,0,0,0,4.8,60,12
SY 2090/2 CL,SY 2090/2 - C/L,,0,0,0,5.7,75,15
SY 2090/2 WL,SY 2090/2 WL,,0,0,0,7.8,85,20
SY 2090/3,SY 2090/3,,0,0,0,9,118,22
SY 2090/3 - GLS,SY 2090/3 - GLASS ONLY,,30,0,0,0,0,0
SY 2090/4,SY 2090/4,,0,0,0,13,158,29
SY 2090/5,SY 2090/5,,0,0,0,15,199,35
SY 2090/5 BG/GL,SY 2090/5 BIG GLASS ONLY,,11,0,0,0,0,0
SY 21/32,SY 21/32,,0,0,0,3.5,23,6
SY 22/32,SY 22/32,,0,0,0,3.5,23,6
SY 223/40 BK,SY 223/40 BLACK,,0,0,0,12.8,49,16
SY 223/40 WH,SY 223/40 WHITE,,0,0,0,12.8,49,16
SY 224/32 BK,SY 224/32 BLACK,,0,0,0,8.2,38,11
SY 224/32 WH,SY 224/32 WHITE,,0,0,0,8.2,38,11
SY 2906/22,SY CL 2906/22 C/W LED SMD 12W,,1,1,0,4.6,35,6.5
SY 2907/22 MB,SY 2907/22 MB,,9,0,0,4.2,35,6
SY 2907/22 OP,SY 2907/22 OP (CL3150) -PLEASE USE A43 CL3150/22 OP,168,-3,1,0,4.2,35,6
SY 2907/32 OP,SY 2907/32 OP (CL3152) -PLEASE USE A43 CL3150/32 OP,,0,-1,0,5.7,46,8
SY 2907/40 OP,SY 2907/40 OP,,0,0,0,8.4,56,12
SY 2908/22 MB,SY 2908/22 MB (CL2150),,0,0,0,4.05,35,6
SY 2908/22 OP,SY 2908/22 OP (CL2150),168,0,0,0,4.8,35,0
SY 2908/32 MB,SY 2908/32 MB (CL2150),,0,0,0,5.7,46,8.5
SY 2908/32 OP,SY 2908/32 OP,,-1,0,0,6.3,46,8
SY 2908/40 MB,SY 2908/40 MB (CL2150) C/W LED 731 36W WW OR DL,,45,0,0,11.7,56,0
SY 2908/40 OP,SY 2908/40 OP (CL2150) C/W PCB-R320D 34W 3000-6500K,,0,1,0,10.8,56,12
SY 3996/22,SY 3996/22 CEILING LIGHT,,0,0,0,5.3,25,6.2
SY 3996/22 COVE,SY 3996/22 COVER ONLY,,0,0,0,0,0,0
SY 3996/32,SY 3996/32 CEILING LIGHT,,0,0,0,6,35,7.5
SY 3996/32 COVE,SY 3996/32 COVER ONLY,,0,0,0,0,0,0
SY 3996/40,SY 3996/40 CEILING LIGHT,,0,0,0,9.2,45,11
SY 3997/22,SY 3997/22 CEILING LIGHT,,0,0,0,5,25,6.5
SY 3997/32,SY 3997/32 CEILING LIGHT,,0,0,0,6.1,35,7.5
SY 3997/40,SY 3997/40 CEILING LIGHT,,0,0,0,9.2,45,11
SY 4021,SY 4021/22 CEILING LIGHT,,0,0,0,6.7,25,8.5
SY 4321,SY 4321/32 CEILING LIGHT,,0,0,0,10.2,35,12
SY 4402,SY 4402/40 CEILING LIGHT,,0,0,0,12.8,45,15
SY 503/B,SY 503/BLUE CEILING LIGHT,,0,0,0,25,139,35
SY 503/C,SY 503/C CEILING LIGHT,,0,0,0,25,139,35
SY 503/G,SY 503/GREEN CEILING LIGHT,,0,0,0,25,139,35
SY 503/P,SY 503/PINK CEILING LIGHT,,0,0,0,25,100,35
SY 503/R,SY 503/R CEILING LIGHT,,0,0,0,25,139,35
SY 503/R BIG,SY 503/RED BIG GLASS ONLY,,0,0,0,0,0,0
SY 505 GLASS,SY 505 GLASS ONLY,,0,0,0,0,0,0
SY 505/B,SY 505/BLUE CEILING LIGHT,,0,0,0,38,218,45
SY 505/C,SY 505/C CEILING LIGHT,,0,0,0,38,218,45
SY 505/G,SY 505/GREEN CEILING LIGHT,,0,0,0,38,152,45
SY 505/P,SY 505/PINK CEILING LIGHT,,0,0,0,19,152,45
SY 505/R,SY 505/R CEILING LIGHT,,0,0,0,38,152,45
SY 511 GLASS,SY 511 GLASS ONLY,,0,0,0,0,0,0
SY 51151,SY 51151 GREEN CEILING LIGHT,,0,0,0,13.1,55,18
SY 51167,SY 51167 CEILING LIGHT,,0,0,0,13.1,55,18
SY 51188,SY 51188 WHITE CEILING LIGHT,,0,0,0,9.9,49,18
SY 51188 GLASS,SY 51188 GLASS ONLY,,0,0,0,0,0,0
SY 51192 BK,SY 51192 BLACK CEILING LIGHT,,0,0,0,9.9,55,18
SY 51192 O,SY 51192 ORANGE CEILING LIGHT,,0,0,0,13.1,55,18
SY 601/32YE BAS,SY 601/32 YE BASE,,1,0,0,0,0,0
SY 601/32YE GLA,SY 601/32 YE GLASS,,1,0,0,0,0,0
SY 602/32CL BAS,SY 602/32 CL BASE,,0,0,0,0,0,0
SY 602/32CL GLA,SY 602/32 CL GLASS,,0,0,0,0,0,0
SY 61/32 BR,SY 61/32 BR CEILING LIGHT,,0,0,0,4.1,28,6.8
SY 61/32 GR,SY 61/32 GR CEILING LIGHT,,0,0,0,4.1,28,6.8
SY 61/32 WD,SY 61/32 WD CEILING LIGHT,,0,0,0,4.1,28,6.8
SY 615/32A,SY 615/32A c/w BROWN CLOUD GLASS,,0,0,0,0,0,0
SY 615/32B,SY 615/32B C/W CHECKED GLASS,,0,0,0,0,0,0
SY 615/32C,SY 615/32C C/W D GLASS,,1,-1,0,0,0,0
SY 62/32 BR,SY 62/32 BR CEILING LIGHT,,0,0,0,7,32,9.5
SY 62/32 GR,SY 62/32 GR CEILING LIGHT,,0,0,0,7,32,9.5
SY 6601/32 BL,SY 6601/32 BLUE CEILING LIGHT,,1,0,0,6.3,26,8.5
SY 6601/32 GR,SY 6601/32 GREEN CEILING LIGHT,,4,0,0,6.3,38,8.5
SY 6601/32 PK,SY 6601/32 PINK CEILING LIGHT,,0,0,0,6.3,38,8.5
SY 6601/40 BL,SY 6601/40 BLUE CEILING LIGHT,,6,0,0,9,39,12
